Team2,Season,Team1,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,id_diff,result,TeamName_1,FirstD1Season_1,LastD1Season_1,Seed_1,ConfAbbrev_1,seed_1,FirstDayNum_1,LastDayNum_1,CoachName_1,rank_1,team_1,conference_1,record_1,adj_em_1,adj_o_1,adj_o_rank_1,adj_d_1,adj_d_rank_1,adj_tempo_1,adj_tempo_rank_1,luck_1,luck_rank_1,sos_adj_em_1,sos_adj_em_rank_1,sos_adj_o_1,sos_adj_o_rank_1,sos_adj_d_1,sos_adj_d_rank_1,nc_sos_adj_em_1,nc_sos_adj_em_rank_1,ncaa_seed_1,wins_1,loses_1,score_1,opp_score_1,FGP_1,FGP3_1,FTP_1,ORPG_1,DRPG_1,ASPG_1,TOPG_1,STPG_1,BLPG_1,PFPG_1,MORP_1,MPOS_1,TPpcnt_1,TeamName_2,FirstD1Season_2,LastD1Season_2,Seed_2,ConfAbbrev_2,seed_2,FirstDayNum_2,LastDayNum_2,CoachName_2,rank_2,team_2,conference_2,record_2,adj_em_2,adj_o_2,adj_o_rank_2,adj_d_2,adj_d_rank_2,adj_tempo_2,adj_tempo_rank_2,luck_2,luck_rank_2,sos_adj_em_2,sos_adj_em_rank_2,sos_adj_o_2,sos_adj_o_rank_2,sos_adj_d_2,sos_adj_d_rank_2,nc_sos_adj_em_2,nc_sos_adj_em_rank_2,ncaa_seed_2,wins_2,loses_2,score_2,opp_score_2,FGP_2,FGP3_2,FTP_2,ORPG_2,DRPG_2,ASPG_2,TOPG_2,STPG_2,BLPG_2,PFPG_2,MORP_2,MPOS_2,TPpcnt_2,FGP_diff,FGP3_diff,FTP_diff,ORPG_diff,DRPG_diff,ASPG_diff,TOPG_diff,STPG_diff,BLPG_diff,PFPG_diff,MORP_diff,MPOS_diff,seed_diff
1300,2014,1235,137,1235,93,1300,75,N,0,-65,1,Iowa St,1985,2019,W03,big_twelve,03,0,154,fred_hoiberg,20,Iowa St.,B12,28-8,21.07,118.9,9,97.8,55,70.2,12,0.064,42,10.77,4,111.1,2,100.4,12,1.44,117,3,26,7,82.8787878787879,73.9090909090909,0.471449487554905,0.350832266325224,0.694225721784777,10.2121212121212,28.5757575757576,18.5454545454545,10.5454545454545,6.03030303030303,2.93939393939394,17.4242424242424,0.277575738871856,69.6808727272727,0.220967741935484,NC Central,2008,2019,W14,meac,14,0,154,levelle_moton,92,North Carolina Central,MEAC,28-6,7.98,108.6,114,100.7,92,62.3,293,0.04,87,-10.35,347,98.1,349,108.5,289,-1.94,216,14,26,5,72.2258064516129,59.258064516129,0.454322501532802,0.325678496868476,0.725845410628019,11.4516129032258,23.1612903225806,14.0967741935484,11.3870967741935,7.67741935483871,3.83870967741936,20.0967741935484,0.352041787913756,61.7286193548387,0.173913043478261,0.0171269860221029,0.0251537694567481,-0.0316196888432424,-1.23949169110459,5.41446725317693,4.44868035190616,-0.841642228739003,-1.64711632453568,-0.899315738025416,-2.67253176930596,-0.0744660490419001,7.95225337243402,-11
1301,2003,1143,136,1143,76,1301,74,N,1,-158,1,California,1985,2019,W08,pac_ten,08,0,154,ben_braun,47,California,P10,22-9,13.59,109.9,45,96.3,63,65.9,208,0.061,42,7.06,57,106.7,30,99.6,81,0.3,147,8,21,8,74.4827586206897,69.7586206896552,0.465648854961832,0.376518218623482,0.685512367491166,11.2413793103448,24.3793103448276,16,14.1724137931035,6.55172413793104,2.79310344827586,17.1034482758621,0.322309938339431,67.4330482758621,0.189989785495403,NC State,1985,2019,W09,acc,09,0,154,herb_sendek,50,North Carolina St.,ACC,18-13,13.18,111.2,30,98.1,88,65,257,-0.023,223,8.48,34,106.9,22,98.4,48,-6.47,292,9,18,12,72.4,68,0.45625,0.354074074074074,0.770358306188925,9.73333333333333,22.0333333333333,14.6666666666667,14.2,7.76666666666667,3.06666666666667,18.6666666666667,0.308813299988585,64.13312,0.246646026831785,0.00939885496183207,0.0224441445494077,-0.084845938697759,1.5080459770115,2.34597701149425,1.33333333333333,-0.0275862068965509,-1.21494252873563,-0.273563218390805,-1.5632183908046,0.013496638350846,3.29992827586207,-1
1301,2005,1150,137,1301,75,1150,63,N,0,151,0,Charlotte,1985,2019,Z07,cusa,07,0,154,bobby_lutz,54,Charlotte,CUSA,21-8,12.15,111.6,42,99.5,90,70.6,29,0.042,72,3.68,100,104.9,114,101.2,92,-1.74,210,7,21,7,78.3571428571429,72.0714285714286,0.433001755412522,0.367816091954023,0.684357541899441,14.5714285714286,24.1071428571429,14.2142857142857,13.1785714285714,8.71428571428571,3.21428571428571,16.9642857142857,0.373097224506864,68.0585142857143,0.232365145228216,NC State,1985,2019,Z10,acc,10,0,154,herb_sendek,23,North Carolina St.,ACC,21-14,18.93,115,17,96.1,47,63.1,282,-0.062,295,10.05,11,108.3,14,98.3,13,-3.82,253,10,19,13,73.84375,66.375,0.458997722095672,0.369209809264305,0.695652173913044,11.09375,21.4375,15.3125,12.28125,7.0625,4.34375,18.84375,0.327829534641854,62.928,0.251624883936862,-0.02599596668315,-0.00139371731028221,-0.0112946320136021,3.47767857142857,2.66964285714286,-1.09821428571429,0.897321428571429,1.65178571428571,-1.12946428571429,-1.87946428571428,0.0452676898650101,5.13051428571428,-3
1301,2005,1163,139,1301,65,1163,62,N,0,138,0,Connecticut,1985,2019,Z02,big_east,02,0,154,jim_calhoun,15,Connecticut,BE,23-8,21.94,112.1,38,90.2,10,70.6,28,-0.031,246,8.52,25,108.5,12,100,52,-1.04,191,2,22,7,78.6206896551724,66.7586206896552,0.460272417707151,0.351415094339623,0.697260273972603,15.6896551724138,30.448275862069,17.4137931034483,15.2068965517241,6.17241379310345,9.13793103448276,15.8275862068966,0.416774046665302,68.4976551724138,0.155208333333333,NC State,1985,2019,Z10,acc,10,0,154,herb_sendek,23,North Carolina St.,ACC,21-14,18.93,115,17,96.1,47,63.1,282,-0.062,295,10.05,11,108.3,14,98.3,13,-3.82,253,10,19,13,73.84375,66.375,0.458997722095672,0.369209809264305,0.695652173913044,11.09375,21.4375,15.3125,12.28125,7.0625,4.34375,18.84375,0.327829534641854,62.928,0.251624883936862,0.00127469561147897,-0.0177947149246825,0.00160810005955925,4.59590517241379,9.01077586206896,2.10129310344828,2.92564655172414,-0.890086206896552,4.79418103448276,-3.01616379310345,0.0889445120234489,5.56965517241379,-8
1301,2006,1143,137,1301,58,1143,52,N,0,158,0,California,1985,2019,W07,pac_ten,07,0,154,ben_braun,47,California,P10,20-11,13.68,110.5,49,96.8,68,61.9,293,0.021,110,7.59,40,106.8,41,99.3,44,-0.77,172,7,20,10,69.2,64.7333333333333,0.449387491940683,0.376146788990826,0.73371104815864,9.73333333333333,22.8,13.1,12.3666666666667,5.16666666666667,2.73333333333333,16.6666666666667,0.31309580436418,62.10048,0.19047619047619,NC State,1985,2019,W10,acc,10,0,154,herb_sendek,30,North Carolina St.,ACC,22-10,15.92,112.5,32,96.6,60,64.4,216,0.013,135,6.74,52,107.1,36,100.3,78,-7.99,316,10,21,9,75.7,67.6666666666667,0.466998754669988,0.378890392422192,0.756548536209553,9.03333333333333,24.2,16,13.6666666666667,7.36666666666667,4.86666666666667,17.7,0.28425435464237,64.97792,0.271844660194175,-0.0176112627293041,-0.00274360343136643,-0.022837488050913,0.699999999999999,-1.4,-2.9,-1.3,-2.2,-2.13333333333333,-1.03333333333333,0.02884144972181,-2.87744,-3
1301,2012,1207,139,1301,66,1207,63,N,0,94,0,Georgetown,1985,2019,X03,big_east,03,0,154,john_thompson_iii,15,Georgetown,BE,24-9,21.05,111.2,45,90.1,9,62.1,294,-0.014,202,8.32,18,107.3,22,99,18,-1.04,188,3,22,8,68.4333333333333,59.1,0.458385876418663,0.343096234309623,0.696,11.3,25.0333333333333,13.5,12.6,6.23333333333333,4.86666666666667,17.8333333333333,0.352899299471538,60.8,0.184062850729517,NC State,1985,2019,X11,acc,11,0,154,mark_gottfried,43,North Carolina St.,ACC,24-13,14.22,112.1,32,97.9,78,67,83,-0.004,183,6.22,43,105.9,53,99.7,36,1.18,119,11,22,12,73.3823529411765,68.0294117647059,0.462755102040816,0.35546875,0.707801418439716,12.1470588235294,25.0294117647059,15.9705882352941,12.8235294117647,6.91176470588235,4.05882352941176,17.0294117647059,0.356840676796172,64.7491764705882,0.16712580348944,-0.00436922562215303,-0.0123725156903766,-0.0118014184397164,-0.847058823529411,0.00392156862745097,-2.47058823529412,-0.223529411764707,-0.67843137254902,0.807843137254902,0.803921568627448,-0.00394137732463362,-3.94917647058824,-8
1301,2012,1242,144,1242,60,1301,57,N,0,-59,1,Kansas,1985,2019,X02,big_twelve,02,0,154,bill_self,4,Kansas,B12,32-7,26.91,114,23,87.1,3,66.3,111,0.027,101,11.15,1,108.8,4,97.6,1,5.21,38,2,27,6,75.030303030303,61.9393939393939,0.4853833425262,0.358047016274864,0.696236559139785,11.1212121212121,25.7878787878788,15.6060606060606,13.2727272727273,7.39393939393939,5.63636363636364,17.6363636363636,0.348145962829155,64.3304727272727,0.183673469387755,NC State,1985,2019,X11,acc,11,0,154,mark_gottfried,43,North Carolina St.,ACC,24-13,14.22,112.1,32,97.9,78,67,83,-0.004,183,6.22,43,105.9,53,99.7,36,1.18,119,11,22,12,73.3823529411765,68.0294117647059,0.462755102040816,0.35546875,0.707801418439716,12.1470588235294,25.0294117647059,15.9705882352941,12.8235294117647,6.91176470588235,4.05882352941176,17.0294117647059,0.356840676796172,64.7491764705882,0.16712580348944,0.0226282404853834,0.00257826627486435,-0.0115648592999313,-1.02584670231729,0.758467023172905,-0.364527629233512,0.449197860962567,0.48217468805704,1.57754010695187,0.606951871657753,-0.00869471396701715,-0.418703743315518,-9
1301,2015,1257,144,1257,75,1301,65,N,0,-44,1,Louisville,1985,2019,W04,acc,04,0,154,rick_pitino,17,Louisville,ACC,27-9,21.21,110.2,66,88.9,4,64.6,155,0.027,115,9.69,18,109.5,11,99.8,19,-2.36,228,4,24,8,69.21875,59.53125,0.428571428571429,0.304201680672269,0.660084626234133,12.90625,25.25,11.6875,11.8125,8.3125,5.5,17.71875,0.33518364530403,63.1188,0.187759336099585,NC State,1985,2019,W08,acc,08,0,154,mark_gottfried,32,North Carolina St.,ACC,22-14,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,8,20,13,70.3939393939394,65.4242424242424,0.437333333333333,0.360790774299835,0.683357879234168,12.1212121212121,25.7272727272727,11.6060606060606,10.5151515151515,3.96969696969697,5.3030303030303,17.6363636363636,0.332813429159597,61.6948363636364,0.210779595765159,-0.0087619047619048,-0.0565890936275664,-0.0232732530000354,0.785037878787879,-0.477272727272727,0.0814393939393945,1.29734848484848,4.34280303030303,0.196969696969697,0.0823863636363633,0.00237021614443245,1.42396363636364,-4
1301,2015,1261,136,1301,66,1261,65,N,0,40,0,LSU,1985,2019,W09,sec,09,0,154,johnny_jones,49,LSU,SEC,22-11,13.76,108.9,81,95.1,32,69.3,12,-0.043,283,5.09,74,106.2,83,101.2,60,-4.77,301,9,22,10,73.6875,67.71875,0.456361724500526,0.338858195211786,0.688679245283019,12.125,27.03125,15.6875,14.625,7.34375,6.1875,15.8125,0.336072728737847,67.8552,0.174904942965779,NC State,1985,2019,W08,acc,08,0,154,mark_gottfried,32,North Carolina St.,ACC,22-14,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,8,20,13,70.3939393939394,65.4242424242424,0.437333333333333,0.360790774299835,0.683357879234168,12.1212121212121,25.7272727272727,11.6060606060606,10.5151515151515,3.96969696969697,5.3030303030303,17.6363636363636,0.332813429159597,61.6948363636364,0.210779595765159,0.0190283911671924,-0.0219325790880489,0.00532136604885092,0.0037878787878789,1.30397727272727,4.08143939393939,4.10984848484848,3.37405303030303,0.884469696969697,-1.82386363636364,0.00325929957824939,6.16036363636363,1
1304,2014,1124,137,1124,74,1304,60,N,0,-180,1,Baylor,1985,2019,Z06,big_twelve,06,0,154,scott_drew,26,Baylor,B12,26-12,19.39,118.9,10,99.5,70,61.3,319,0.012,157,10.31,7,111,3,100.6,20,-0.36,171,6,22,11,73.7878787878788,68.3939393939394,0.448126018468224,0.384251968503937,0.672885572139303,14.1818181818182,24.0606060606061,14.5151515151515,11.7878787878788,5.09090909090909,5.66666666666667,17.5454545454545,0.410074252920699,61.5493818181818,0.228250701590271,Nebraska,1985,2019,Z11,big_ten,11,0,154,tim_miles,56,Nebraska,B10,19-13,12.64,108.8,111,96.1,36,64.7,170,0.047,77,9.3,18,108.4,61,99.1,3,-1.95,217,11,19,12,67,64.8709677419355,0.426993865030675,0.338858195211786,0.718794835007174,8.80645161290323,24.5483870967742,9.58064516129032,10.9032258064516,6.87096774193548,2.96774193548387,20.2903225806452,0.255098734516272,61.9875096774194,0.209090909090909,0.021132153437549,0.0453937732921506,-0.0459092628678701,5.37536656891496,-0.48778103616813,4.93450635386119,0.884652981427175,-1.78005865102639,2.6989247311828,-2.74486803519061,0.154975518404426,-0.43812785923754,-5
1305,2004,1210,144,1210,72,1305,67,N,0,-95,1,Georgia Tech,1985,2019,Z03,acc,03,0,154,paul_hewitt,8,Georgia Tech,ACC,28-10,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,3,23,9,78.0625,67.28125,0.470021413276231,0.374193548387097,0.692934782608696,11.375,26.09375,15.78125,15.46875,8.84375,4.84375,21.21875,0.331330338712338,69.6852,0.209009009009009,Nevada,1985,2019,Z10,wac,10,0,154,trent_johnson,20,Nevada,WAC,25-9,20.27,112.3,39,92,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,10,22,8,75.5,66.1666666666667,0.455473624503687,0.34032634032634,0.714484679665738,13.4,25.4666666666667,14.2333333333333,13,6.5,4.7,18.3,0.373123143549548,66.14144,0.153846153846154,0.0145477887725444,0.0338672080607564,-0.0215498970570425,-2.025,0.627083333333335,1.54791666666667,2.46875,2.34375,0.14375,2.91875,-0.0417928048372096,3.54375999999999,-7
1305,2004,1211,138,1305,91,1211,72,N,0,94,0,Gonzaga,1985,2019,Z02,wcc,02,0,154,mark_few,7,Gonzaga,WCC,28-3,25.34,120.8,3,95.5,36,66.6,128,0.013,136,3.28,105,105.5,94,102.2,116,7,23,2,27,2,82.3448275862069,65.9310344827586,0.514984709480122,0.414473684210526,0.756240822320117,11.551724137931,27.9310344827586,18.2068965517241,13.551724137931,6.27586206896552,3.79310344827586,15.9310344827586,0.377373431056034,65.9632551724138,0.183317167798254,Nevada,1985,2019,Z10,wac,10,0,154,trent_johnson,20,Nevada,WAC,25-9,20.27,112.3,39,92,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,10,22,8,75.5,66.1666666666667,0.455473624503687,0.34032634032634,0.714484679665738,13.4,25.4666666666667,14.2333333333333,13,6.5,4.7,18.3,0.373123143549548,66.14144,0.153846153846154,0.0595110849764354,0.074147343884186,0.0417561426543793,-1.84827586206897,2.46436781609195,3.97356321839081,0.551724137931034,-0.224137931034483,-0.906896551724138,-2.36896551724138,0.00425028750648676,-0.178184827586207,-8
1305,2004,1277,136,1305,72,1277,66,N,0,28,0,Michigan St,1985,2019,Z07,big_ten,07,0,154,tom_izzo,34,Michigan St.,B10,18-12,15.66,117.2,11,101.5,129,64,232,-0.014,198,8.92,19,107.1,39,98.2,10,7.6,19,7,18,11,71.448275862069,67.3448275862069,0.495218579234973,0.403930131004367,0.769366197183099,9.10344827586207,21.3793103448276,14.7241379310345,14.6206896551724,7.06896551724138,1.86206896551724,20.8275862068966,0.324413490715312,62.0332137931035,0.203296703296703,Nevada,1985,2019,Z10,wac,10,0,154,trent_johnson,20,Nevada,WAC,25-9,20.27,112.3,39,92,15,68.7,58,-0.039,251,7.09,38,107.6,32,100.5,66,4.97,48,10,22,8,75.5,66.1666666666667,0.455473624503687,0.34032634032634,0.714484679665738,13.4,25.4666666666667,14.2333333333333,13,6.5,4.7,18.3,0.373123143549548,66.14144,0.153846153846154,0.0397449547312858,0.0636037906780265,0.0548815175173605,-4.29655172413793,-4.08735632183908,0.49080459770115,1.62068965517241,0.568965517241379,-2.83793103448276,2.52758620689655,-0.0487096528342355,-4.10822620689656,-3
1305,2005,1228,138,1228,71,1305,59,N,0,-77,1,Illinois,1985,2019,X01,big_ten,01,0,154,bruce_weber,2,Illinois,B10,37-2,32.68,122.3,3,89.6,4,64.1,249,-0.007,179,8.16,28,107.3,32,99.1,27,0.31,157,1,32,1,77.4242424242424,60.1212121212121,0.488690163072067,0.399165507649513,0.724381625441696,10.969696969697,23.3939393939394,18.5757575757576,11.1212121212121,7.63636363636364,3.42424242424242,15.5151515151515,0.343719476733814,62.6920727272727,0.236019736842105,Nevada,1985,2019,X09,wac,09,0,154,mark_fox,55,Nevada,WAC,25-7,12.11,104,144,91.8,13,65.7,189,0.045,68,1.1,141,104.5,124,103.4,182,0.35,155,9,23,6,69.551724137931,62.5172413793104,0.461687057308435,0.270833333333333,0.706293706293706,12.0689655172414,27.3103448275862,15.0689655172414,14.5862068965517,6.68965517241379,5.17241379310345,15.7241379310345,0.365334994295611,64.2405517241379,0.0981132075471698,0.027003105763632,0.12833217431618,0.0180879191479899,-1.09926854754441,-3.91640543364681,3.5067920585162,-3.4649947753396,0.946708463949844,-1.74817136886102,-0.208986415882967,-0.0216155175617972,-1.54847899686521,-8
1305,2006,1285,136,1285,87,1305,79,N,0,-20,1,Montana,1985,2019,Y12,big_sky,12,0,154,larry_krystkowiak,87,Montana,BSky,24-7,8.95,111.6,39,102.7,161,66.2,127,0.056,50,-0.62,173,103.6,146,104.2,193,-0.71,170,12,21,6,78.1481481481482,71.3333333333333,0.489250814332248,0.382857142857143,0.712784588441331,11.0740740740741,24.0740740740741,17.7037037037037,14.1481481481482,7.2962962962963,2.92592592592593,18.8148148148148,0.3393236256565,66.4618666666667,0.211134453781513,Nevada,1985,2019,Y05,wac,05,0,154,mark_fox,37,Nevada,WAC,27-6,15.22,110,57,94.8,39,65.8,137,0.024,107,1.9,119,103.6,143,101.7,122,3.89,60,5,26,5,72.2258064516129,63.1935483870968,0.452286843591191,0.359743040685225,0.720430107526882,12.6451612903226,25.6774193548387,15.3548387096774,12.9677419354839,5.38709677419355,4.74193548387097,16.258064516129,0.367201581805632,64.0239483870968,0.173374613003096,0.0369639707410561,0.023114102171918,-0.00764551908555078,-1.57108721624851,-1.60334528076464,2.34886499402628,1.18040621266428,1.90919952210275,-1.81600955794504,2.55675029868578,-0.0278779561491315,2.43791827956989,7
1305,2007,1166,137,1305,77,1166,71,N,1,139,0,Creighton,1985,2019,X10,mvc,10,0,154,dana_altman,28,Creighton,MVC,22-11,18.53,113.8,36,95.3,35,62.7,289,-0.023,236,8.84,32,108.3,49,99.4,8,4.1,66,10,22,10,67.15625,60.4375,0.446260213702074,0.343537414965986,0.755014326647565,10.28125,22.5,13.40625,12.84375,6.25,2.5625,16.6875,0.331596695346733,59.4036,0.221491228070175,Nevada,1985,2019,X07,wac,07,0,154,mark_fox,47,Nevada,WAC,29-5,16.09,117.2,14,101.2,109,66.3,139,0.03,105,1.98,121,104.2,161,102.2,94,1.53,110,7,27,4,77.6774193548387,67.258064516129,0.487914558740866,0.413547237076649,0.754716981132076,11.6129032258065,26.5483870967742,16.5483870967742,13.0322580645161,5.45161290322581,4.12903225806452,16.7096774193548,0.360516489071671,64.3980387096774,0.210909090909091,-0.0416543450387915,-0.0700098221106625,0.000297345515488989,-1.33165322580645,-4.04838709677419,-3.14213709677419,-0.18850806451613,0.798387096774194,-1.56653225806452,-0.0221774193548399,-0.0289197937249379,-4.99443870967743,3
1305,2007,1272,139,1272,78,1305,62,N,0,-33,1,Memphis,1985,2019,X02,cusa,02,0,154,john_calipari,9,Memphis,CUSA,33-4,24.81,115.4,28,90.6,10,68.4,68,0.03,104,2.93,106,105.3,130,102.4,97,3.41,76,2,30,3,79.5757575757576,62.3333333333333,0.461423593827775,0.351388888888889,0.609870740305523,14.7878787878788,25.1212121212121,15.0606060606061,13.5757575757576,9.81818181818182,5.90909090909091,19.7575757575758,0.400159085370128,68.1728,0.214406779661017,Nevada,1985,2019,X07,wac,07,0,154,mark_fox,47,Nevada,WAC,29-5,16.09,117.2,14,101.2,109,66.3,139,0.03,105,1.98,121,104.2,161,102.2,94,1.53,110,7,27,4,77.6774193548387,67.258064516129,0.487914558740866,0.413547237076649,0.754716981132076,11.6129032258065,26.5483870967742,16.5483870967742,13.0322580645161,5.45161290322581,4.12903225806452,16.7096774193548,0.360516489071671,64.3980387096774,0.210909090909091,-0.0264909649130906,-0.06215834818776,-0.144846240826553,3.17497556207234,-1.42717497556207,-1.48778103616813,0.543499511241446,4.36656891495601,1.78005865102639,3.04789833822092,0.039642596298457,3.77476129032257,-5
1305,2017,1235,136,1235,84,1305,73,N,0,-70,1,Iowa St,1985,2019,Y05,big_twelve,05,0,154,steve_prohm,17,Iowa St.,B12,24-11,23.45,119.7,11,96.3,42,68.4,170,-0.019,234,14.05,3,112.6,2,98.6,5,-0.74,175,5,23,10,80.8787878787879,72,0.468629343629344,0.402200488997555,0.695804195804196,9.33333333333333,25.6060606060606,15.8181818181818,10.1515151515152,7.90909090909091,3.57575757575758,15.969696969697,0.254285537168379,68.3834181818182,0.253076923076923,Nevada,1985,2019,Y12,mwc,12,0,154,eric_musselman,54,Nevada,MWC,28-7,13.31,114.6,36,101.3,101,69.7,90,0.055,45,1.29,105,104.5,155,103.2,104,-1.12,189,12,28,6,79.9705882352941,70.9411764705882,0.449677739216658,0.384710234278668,0.70344009489917,11.0588235294118,27.8529411764706,16.0588235294118,11.1470588235294,5.29411764705882,4.35294117647059,16.6764705882353,0.304916571967491,67.5083294117647,0.255947497949139,0.0189516044126852,0.0174902547188867,-0.00763589909497375,-1.72549019607843,-2.24688057040998,-0.240641711229946,-0.995543672014259,2.61497326203209,-0.777183600713012,-0.706773618538325,-0.0506310347991124,0.875088770053466,-7
1305,2018,1153,139,1305,75,1153,73,N,0,152,0,Cincinnati,1985,2019,Y02,aac,02,0,154,mick_cronin,4,Cincinnati,Amer,31-5,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,106.9,89,103.4,90,-4.21,294,2,30,4,74.4705882352941,57.1470588235294,0.452839756592292,0.356834532374101,0.686896551724138,13.0588235294118,25.8529411764706,15.9705882352941,11.4705882352941,7.29411764705882,5.52941176470588,15.8235294117647,0.382481688680663,63.1623529411765,0.217353198948291,Nevada,1985,2019,Y07,mwc,07,0,154,eric_musselman,25,Nevada,MWC,29-8,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,107,87,101.8,63,3.61,67,7,27,7,83.0882352941177,72.8823529411765,0.468385214007782,0.397590361445783,0.746719160104987,9.47058823529412,26.5588235294118,16.4411764705882,9.94117647058824,6.26470588235294,4.08823529411765,17.2647058823529,0.270316693066878,67.9702588235294,0.255220417633411,-0.01554545741549,-0.0407558290716824,-0.059822608380849,3.58823529411765,-0.705882352941178,-0.470588235294118,1.52941176470588,1.02941176470588,1.44117647058824,-1.44117647058824,0.112164995613784,-4.80790588235293,-5
1305,2018,1260,143,1260,69,1305,68,N,0,-45,1,Loyola-Chicago,1985,2019,Y11,mvc,11,0,154,porter_moser,31,Loyola Chicago,MVC,32-6,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,11,27,5,71.6875,62.03125,0.506390748630554,0.400340715502555,0.724770642201835,6.15625,25.71875,15.4375,12.375,6.65625,2.375,14,0.222193358321848,62.454,0.220243673851921,Nevada,1985,2019,Y07,mwc,07,0,154,eric_musselman,25,Nevada,MWC,29-8,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,107,87,101.8,63,3.61,67,7,27,7,83.0882352941177,72.8823529411765,0.468385214007782,0.397590361445783,0.746719160104987,9.47058823529412,26.5588235294118,16.4411764705882,9.94117647058824,6.26470588235294,4.08823529411765,17.2647058823529,0.270316693066878,67.9702588235294,0.255220417633411,0.0380055346227718,0.00275035405677221,-0.021948517903152,-3.31433823529412,-0.840073529411765,-1.00367647058824,2.43382352941176,0.391544117647059,-1.71323529411765,-3.26470588235294,-0.0481233347450308,-5.51625882352941,4
1307,2010,1285,136,1307,62,1285,57,N,0,22,0,Montana,1985,2019,W14,big_sky,14,0,154,wayne_tinkle,95,Montana,BSky,22-10,8.08,106.5,116,98.4,92,62,312,-0.042,278,-2.21,205,103.4,153,105.6,289,-0.86,168,14,20,9,69.448275862069,62.1724137931034,0.48110661268556,0.397894736842105,0.721518987341772,8.75862068965517,23.6206896551724,11.8965517241379,12.1379310344828,6.37931034482759,3.24137931034483,18.2758620689655,0.302158555483906,60.3581793103448,0.209534368070953,New Mexico,1985,2019,W03,mwc,03,0,154,steve_alford,43,New Mexico,MWC,30-5,16.18,113.6,26,97.4,74,67.4,98,0.096,13,4.09,90,105,92,100.9,96,1.85,109,3,29,4,76.6363636363636,67.0606060606061,0.440651260504202,0.374643874643875,0.676639815880322,13.2121212121212,25.5151515151515,14.4242424242424,11.2121212121212,6.75757575757576,3.51515151515152,17.6666666666667,0.356636546877545,64.5922909090909,0.238656987295826,0.0404553521813584,0.0232508621982306,0.0448791714614499,-4.45350052246604,-1.8944618599791,-2.52769070010449,0.925809822361545,-0.378265412748172,-0.273772204806688,0.609195402298848,-0.0544779913936389,-4.23411159874608,11
1307,2012,1253,136,1307,75,1253,68,N,0,54,0,Long Beach St,1985,2019,Z12,big_west,12,0,154,dan_monson,36,Long Beach St.,BW,25-9,15.27,111.7,38,96.4,53,66.4,109,-0.047,274,1.25,127,104,118,102.8,156,14.84,2,12,23,8,73.7741935483871,64.6129032258065,0.465648854961832,0.358391608391608,0.671177266576455,11.2903225806452,24.3548387096774,14.1290322580645,12.8709677419355,6.80645161290323,2.74193548387097,15.741935483871,0.338562805184109,64.3249548387097,0.205410821643287,New Mexico,1985,2019,Z05,mwc,05,0,154,steve_alford,20,New Mexico,MWC,28-7,19.45,110.8,51,91.4,15,65.5,141,0.003,165,2.65,106,103.9,122,101.3,100,-4.16,273,5,26,6,72.5625,59.65625,0.458477508650519,0.384976525821596,0.711566617862372,11.09375,26.5,16.09375,13.3125,6.84375,3.28125,17.625,0.333803844871158,63.1656,0.236311239193084,0.00717134631131305,-0.0265849174299879,-0.0403893512859171,0.196572580645162,-2.14516129032258,-1.96471774193548,-0.441532258064516,-0.037298387096774,-0.539314516129033,-1.88306451612903,0.00475896031295053,1.15935483870967,7
1307,2012,1257,138,1257,59,1307,56,N,0,-50,1,Louisville,1985,2019,Z04,big_east,04,0,154,rick_pitino,17,Louisville,BE,30-10,20.67,106.2,112,85.5,1,66.1,115,0.031,91,10.06,5,108.6,5,98.6,9,0.11,149,4,26,9,68.8285714285714,61.1714285714286,0.42463695543315,0.310708898944193,0.686062246278755,13.1428571428571,25.0857142857143,13.7714285714286,14.6571428571429,9.11428571428571,4.85714285714286,17.8571428571429,0.357657376866201,65.1472457142857,0.195445920303605,New Mexico,1985,2019,Z05,mwc,05,0,154,steve_alford,20,New Mexico,MWC,28-7,19.45,110.8,51,91.4,15,65.5,141,0.003,165,2.65,106,103.9,122,101.3,100,-4.16,273,5,26,6,72.5625,59.65625,0.458477508650519,0.384976525821596,0.711566617862372,11.09375,26.5,16.09375,13.3125,6.84375,3.28125,17.625,0.333803844871158,63.1656,0.236311239193084,-0.0338405532173693,-0.0742676268774032,-0.0255043715836167,2.04910714285714,-1.41428571428571,-2.32232142857143,1.34464285714286,2.27053571428571,1.57589285714286,0.232142857142858,0.0238535319950434,1.98164571428572,-1
